Exercise,DifficultyLevel,TargetMuscleGroup,PrimaryEquipment,#PrimaryItems,SecondaryEquipment,#SecondaryItems,BodyRegion,ForceType,PrimaryExerciseClassification
Single Arm Kettlebell Clean to Push Jerk,Intermediate,Shoulders,Kettlebell,1.0,,0.0,Full Body,Unsorted*,Ballistics
Single Arm Kettlebell Clean to Front Rack Contralateral Forward Lunge,Intermediate,Quadriceps,Kettlebell,1.0,,0.0,Full Body,Unsorted*,Ballistics
Single Arm Kettlebell Clean to Front Rack Squat,Intermediate,Quadriceps,Kettlebell,1.0,,0.0,Full Body,Unsorted*,Ballistics
Landmine Pivot Split Squat,Intermediate,Quadriceps,Landmine,1.0,,0.0,Lower Body,Push,Bodybuilding
Double Kettlebell Overhead Pivot Split Squat,Intermediate,Quadriceps,Kettlebell,2.0,,0.0,Lower Body,Push,Bodybuilding
Single Arm Kettlebell Snatch to Overhead Ipsilateral Reverse Lunge,Advanced,Quadriceps,Kettlebell,1.0,,0.0,Full Body,Unsorted*,Ballistics
Single Arm Kettlebell Outside Snatch to Overhead Contralateral Reverse Lunge,Advanced,Quadriceps,Kettlebell,1.0,,0.0,Full Body,Unsorted*,Ballistics
Single Arm Kettlebell Outside Snatch to Overhead Ipsilateral Reverse Lunge,Advanced,Quadriceps,Kettlebell,1.0,,0.0,Full Body,Unsorted*,Ballistics
Double Kettlebell Outside Snatch to Overhead Alternating Reverse Lunge,Advanced,Quadriceps,Kettlebell,2.0,,0.0,Full Body,Unsorted*,Ballistics
Alternating Single Arm Kettlebell Outside Swing,Novice,Glutes,Kettlebell,1.0,,0.0,Full Body,Unsorted*,Ballistics
Kettlebell Half Kneeling Swing,Intermediate,Glutes,Kettlebell,1.0,,0.0,Full Body,Unsorted*,Ballistics
Heavy Sandbag Shoulder March,Intermediate,Abdominals,Heavy Sandbag,1.0,,0.0,Midsection,Other,Balance
Heavy Sandbag Bear Hug March,Intermediate,Abdominals,Heavy Sandbag,1.0,,0.0,Midsection,Other,Balance
Heavy Sandbag Bear Hug Roll,Intermediate,Abdominals,Heavy Sandbag,1.0,,0.0,Midsection,Other,Unsorted*
Heavy Sandbag Alternating Hang Shoulder Clean,Intermediate,Glutes,Heavy Sandbag,1.0,,0.0,Full Body,Other,Unsorted*
Heavy Sandbag Hang Shoulder Clean,Intermediate,Glutes,Heavy Sandbag,1.0,,0.0,Full Body,Other,Unsorted*
Kettlebell Dead Clean to Horn Grip Alternating Reverse Lunge,Intermediate,Quadriceps,Kettlebell,1.0,,0.0,Lower Body,Unsorted*,Ballistics
Kettlebell Dead Clean,Intermediate,Glutes,Kettlebell,1.0,,0.0,Full Body,Unsorted*,Ballistics
Kettlebell Dead Clean to Overhead Press,Intermediate,Shoulders,Kettlebell,1.0,,0.0,Full Body,Unsorted*,Ballistics
Clubbell Barbarian Alternating Forward Lunge,Novice,Quadriceps,Clubbell,1.0,,0.0,Full Body,Push & Pull,Unsorted*
Clubbell Barbarian Forward Lunge,Novice,Quadriceps,Clubbell,1.0,,0.0,Full Body,Push & Pull,Unsorted*
Macebell Barbarian Alternating Forward Lunge,Novice,Quadriceps,Macebell,1.0,,0.0,Full Body,Push & Pull,Unsorted*
Macebell Barbarian Forward Lunge,Novice,Quadriceps,Macebell,1.0,,0.0,Full Body,Push & Pull,Unsorted*
Double Dumbbell Overhead Step Up,Intermediate,Quadriceps,Dumbbell,2.0,Plyo Box,1.0,Lower Body,Push,Bodybuilding
Single Arm Dumbbell Front Rack Contralateral Step Up,Novice,Quadriceps,Dumbbell,1.0,Plyo Box,1.0,Lower Body,Push,Bodybuilding
Single Arm Dumbbell Front Rack Ipsilateral Step Up,Novice,Quadriceps,Dumbbell,1.0,Plyo Box,1.0,Lower Body,Push,Bodybuilding
Single Arm Macebell Order Contralateral Step Up,Novice,Quadriceps,Macebell,1.0,Plyo Box,1.0,Lower Body,Push,Bodybuilding
Single Arm Macebell Order Ipsilateral Step Up,Novice,Quadriceps,Macebell,1.0,Plyo Box,1.0,Lower Body,Push,Bodybuilding
Macebell Order Step Up,Novice,Quadriceps,Macebell,1.0,Plyo Box,1.0,Lower Body,Push,Bodybuilding
Macebell Order Alternating Step Up,Novice,Quadriceps,Macebell,1.0,Plyo Box,1.0,Lower Body,Push,Bodybuilding
Barbell Zercher Step Up,Advanced,Quadriceps,Barbell,1.0,Plyo Box,1.0,Lower Body,Push,Bodybuilding
Barbell Zercher Alternating Step Up,Advanced,Quadriceps,Barbell,1.0,Plyo Box,1.0,Lower Body,Push,Bodybuilding
Bulgarian Bag Back Rack Step Up,Novice,Quadriceps,Bulgarian Bag,1.0,Plyo Box,1.0,Lower Body,Push,Bodybuilding
Bulgarian Bag Back Rack Alternating Step Up,Novice,Quadriceps,Bulgarian Bag,1.0,Plyo Box,1.0,Lower Body,Push,Bodybuilding
Sandbag Back Rack Step Up,Novice,Quadriceps,Sandbag,1.0,Plyo Box,1.0,Lower Body,Push,Bodybuilding
Sandbag Back Rack Alternating Step Up,Novice,Quadriceps,Sandbag,1.0,Plyo Box,1.0,Lower Body,Push,Bodybuilding
Sandbag Front Rack Step Up,Novice,Quadriceps,Sandbag,1.0,Plyo Box,1.0,Lower Body,Push,Bodybuilding
Sandbag Front Rack Alternating Step Up,Novice,Quadriceps,Sandbag,1.0,Plyo Box,1.0,Lower Body,Push,Bodybuilding
Plate Overhead Step Up,Intermediate,Quadriceps,Weight Plate,1.0,Plyo Box,1.0,Lower Body,Push,Bodybuilding
Plate Overhead Alternating Step Up,Intermediate,Quadriceps,Weight Plate,1.0,Plyo Box,1.0,Lower Body,Push,Bodybuilding
Double Kettlebell Front Rack Alternating Step Up,Novice,Quadriceps,Kettlebell,2.0,Plyo Box,1.0,Lower Body,Push,Bodybuilding
Double Kettlebell Bottoms Up Front Rack Alternating Step Up,Intermediate,Quadriceps,Kettlebell,2.0,Plyo Box,1.0,Lower Body,Push,Bodybuilding
Double Kettlebell Overhead Alternating Step Up,Intermediate,Quadriceps,Kettlebell,2.0,Plyo Box,1.0,Lower Body,Push,Bodybuilding
Double Kettlebell Bottoms Up Overhead Alternating Step Up,Advanced,Quadriceps,Kettlebell,2.0,Plyo Box,1.0,Lower Body,Push,Bodybuilding
Suspension Alternating Hawaiian Squat,Intermediate,Quadriceps,Suspension Trainer,1.0,,0.0,Lower Body,Push,Unsorted*
Double Kettlebell Suitcase Alternating Step Up,Novice,Quadriceps,Kettlebell,2.0,Plyo Box,1.0,Lower Body,Push,Bodybuilding
Kettlebell Goblet Step Up,Novice,Quadriceps,Kettlebell,1.0,Plyo Box,1.0,Lower Body,Push,Bodybuilding
Kettlebell Goblet Alternating Step Up,Novice,Quadriceps,Kettlebell,1.0,Plyo Box,1.0,Lower Body,Push,Bodybuilding
Dumbbell Goblet Step Up,Novice,Quadriceps,Dumbbell,1.0,Plyo Box,1.0,Lower Body,Push,Bodybuilding
Dumbbell Goblet Alternating Step Up,Novice,Quadriceps,Dumbbell,1.0,Plyo Box,1.0,Lower Body,Push,Bodybuilding
Tire Russian Step Up,Novice,Quadriceps,Tire,1.0,,0.0,Lower Body,Push,Balance
Tire Alternating Russian Step Up,Novice,Quadriceps,Tire,1.0,,0.0,Lower Body,Push,Balance
Dumbbell Crush Grip Seated Good Morning,Novice,Back,Dumbbell,1.0,Bench (Flat),1.0,Unsorted*,Unsorted*,Bodybuilding
Trap Bar Bottoms Up Z Press,Advanced,Shoulders,Trap Bar,1.0,,0.0,Upper Body,Push,Bodybuilding
Kettlebell Horn Grip Step Up,Novice,Quadriceps,Kettlebell,1.0,Plyo Box,1.0,Lower Body,Push,Bodybuilding
Kettlebell Horn Grip Alternating Step Up,Novice,Quadriceps,Kettlebell,1.0,Plyo Box,1.0,Lower Body,Push,Bodybuilding
Superband Assisted Reverse Nordic,Novice,Quadriceps,Superband,1.0,,0.0,Lower Body,Unsorted*,Unsorted*
Single Arm Clubbell Mill to Reverse Mill,Advanced,Shoulders,Clubbell,1.0,,0.0,Upper Body,Pull,Ballistics
Single Arm Macebell Mill to Reverse Mill,Advanced,Shoulders,Macebell,1.0,,0.0,Upper Body,Pull,Ballistics
Alternating Single Arm Macebell Mill,Advanced,Shoulders,Macebell,1.0,,0.0,Upper Body,Pull,Ballistics
Single Arm Dumbbell Hang Power Clean,Intermediate,Glutes,Dumbbell,1.0,,0.0,Full Body,Unsorted*,Ballistics
Alternating Single Arm Dumbbell Hang Power Clean,Intermediate,Glutes,Dumbbell,1.0,,0.0,Full Body,Unsorted*,Ballistics
Double Dumbbell Suitcase Russian Step Up,Novice,Quadriceps,Dumbbell,2.0,Plyo Box,1.0,Lower Body,Push,Balance
Double Dumbbell Front Rack Alternating Russian Step Up,Novice,Quadriceps,Dumbbell,2.0,Plyo Box,1.0,Lower Body,Push,Balance
Double Kettlebell Front Rack Russian Step Up,Novice,Quadriceps,Kettlebell,2.0,Plyo Box,1.0,Lower Body,Push,Balance
Double Kettlebell Suitcase Russian Step Up,Novice,Quadriceps,Kettlebell,2.0,Plyo Box,1.0,Lower Body,Push,Balance
Single Arm Kettlebell Suitcase Contralateral Russian Step Up,Novice,Quadriceps,Kettlebell,1.0,Plyo Box,1.0,Lower Body,Push,Balance
Single Arm Kettlebell Suitcase Ipsilateral Russian Step Up,Novice,Quadriceps,Kettlebell,1.0,Plyo Box,1.0,Lower Body,Push,Balance
Single Arm Kettlebell Front Rack Contralateral Russian Step Up,Novice,Quadriceps,Kettlebell,1.0,Plyo Box,1.0,Lower Body,Push,Balance
Single Arm Kettlebell Front Rack Ipsilateral Russian Step Up,Novice,Quadriceps,Kettlebell,1.0,Plyo Box,1.0,Lower Body,Push,Balance
Double Kettlebell Overhead Russian Step Up,Intermediate,Quadriceps,Kettlebell,2.0,Plyo Box,1.0,Lower Body,Push,Balance
Single Arm Kettlebell Overhead Contralateral Russian Step Up,Intermediate,Quadriceps,Kettlebell,1.0,Plyo Box,1.0,Lower Body,Push,Balance
Single Arm Kettlebell Overhead Ipsilateral Russian Step Up,Intermediate,Quadriceps,Kettlebell,1.0,Plyo Box,1.0,Lower Body,Push,Balance
Double Kettlebell Bottoms Up Front Rack Russian Step Up,Intermediate,Quadriceps,Kettlebell,2.0,Plyo Box,1.0,Lower Body,Push,Balance
Single Arm Kettlebell Bottoms Up Front Rack Contralateral Russian Step Up,Intermediate,Quadriceps,Kettlebell,1.0,Plyo Box,1.0,Lower Body,Push,Balance
Single Arm Kettlebell Bottoms Up Front Rack Ipsilateral Russian Step Up,Intermediate,Quadriceps,Kettlebell,1.0,Plyo Box,1.0,Lower Body,Push,Balance
Double Kettlebell Bottoms Up Overhead Russian Step Up,Advanced,Quadriceps,Kettlebell,2.0,Plyo Box,1.0,Lower Body,Push,Balance
Single Arm Kettlebell Bottoms Up Overhead Contralateral Russian Step Up,Advanced,Quadriceps,Kettlebell,1.0,Plyo Box,1.0,Lower Body,Push,Balance
Single Arm Kettlebell Bottoms Up Overhead Ipsilateral Russian Step Up,Advanced,Quadriceps,Kettlebell,1.0,Plyo Box,1.0,Lower Body,Push,Balance
Barbell Back Rack Russian Step Up,Intermediate,Quadriceps,Barbell,1.0,Plyo Box,1.0,Lower Body,Push,Balance
Barbell Front Rack Russian Step Up,Intermediate,Quadriceps,Barbell,1.0,Plyo Box,1.0,Lower Body,Push,Balance
Double Dumbbell Overhead Alternating Russian Step Up,Intermediate,Quadriceps,Dumbbell,2.0,Plyo Box,1.0,Lower Body,Push,Balance
Single Arm Dumbbell Overhead Contralateral Russian Step Up,Intermediate,Quadriceps,Dumbbell,1.0,Plyo Box,1.0,Lower Body,Push,Balance
Barbell Overhead Alternating Russian Step Up,Advanced,Quadriceps,Barbell,1.0,Plyo Box,1.0,Lower Body,Push,Balance
Barbell Overhead Russian Step Up,Advanced,Quadriceps,Barbell,1.0,Plyo Box,1.0,Lower Body,Push,Balance
Single Arm Dumbbell Suitcase Contralateral Russian Step Up,Novice,Quadriceps,Dumbbell,1.0,Plyo Box,1.0,Lower Body,Push,Balance
Single Arm Dumbbell Suitcase Ipsilateral Russian Step Up,Novice,Quadriceps,Dumbbell,1.0,Plyo Box,1.0,Lower Body,Push,Balance
Single Arm Dumbbell Overhead Ipsilateral Russian Step Up,Intermediate,Quadriceps,Dumbbell,1.0,Plyo Box,1.0,Lower Body,Push,Balance
Double Clubbell Order Russian Step Up,Novice,Quadriceps,Clubbell,2.0,Plyo Box,1.0,Lower Body,Push,Balance
Double Clubbell Order Alternating Russian Step Up,Novice,Quadriceps,Clubbell,2.0,Plyo Box,1.0,Lower Body,Push,Balance
Single Arm Clubbell Order Contralateral Russian Step Up,Novice,Quadriceps,Clubbell,1.0,Plyo Box,1.0,Lower Body,Push,Balance
Single Arm Clubbell Order Ipsilateral Russian Step Up,Novice,Quadriceps,Clubbell,1.0,Plyo Box,1.0,Lower Body,Push,Balance
Bodyweight Alternating Russian Step Up,Novice,Quadriceps,Bodyweight,1.0,Plyo Box,1.0,Lower Body,Push,Balance
Bodyweight Russian Step Up,Novice,Quadriceps,Bodyweight,1.0,Plyo Box,1.0,Lower Body,Push,Balance
Clubbell Order Russian Step Up,Novice,Quadriceps,Clubbell,1.0,Plyo Box,1.0,Lower Body,Push,Balance
Clubbell Order Alternating Russian Step Up,Novice,Quadriceps,Clubbell,1.0,Plyo Box,1.0,Lower Body,Push,Balance
Barbell Back Rack Alternating Russian Step Up,Intermediate,Quadriceps,Barbell,1.0,Plyo Box,1.0,Lower Body,Push,Balance
Barbell Front Rack Alternating Russian Step Up,Intermediate,Quadriceps,Barbell,1.0,Plyo Box,1.0,Lower Body,Push,Balance
Double Dumbbell Suitcase Alternating Russian Step Up,Novice,Quadriceps,Dumbbell,2.0,Plyo Box,1.0,Lower Body,Push,Balance
Double Dumbbell Front Rack Russian Step Up,Novice,Quadriceps,Dumbbell,2.0,Plyo Box,1.0,Lower Body,Push,Balance
Double Dumbbell Overhead Russian Step Up,Intermediate,Quadriceps,Dumbbell,2.0,Plyo Box,1.0,Lower Body,Push,Balance
Single Arm Dumbbell Front Rack Contralateral Russian Step Up,Novice,Quadriceps,Dumbbell,1.0,Plyo Box,1.0,Lower Body,Push,Balance
Single Arm Dumbbell Front Rack Ipsilateral Russian Step Up,Novice,Quadriceps,Dumbbell,1.0,Plyo Box,1.0,Lower Body,Push,Balance
Single Arm Macebell Order Contralateral Russian Step Up,Novice,Quadriceps,Macebell,1.0,Plyo Box,1.0,Lower Body,Push,Balance
Single Arm Macebell Order Ipsilateral Russian Step Up,Novice,Quadriceps,Macebell,1.0,Plyo Box,1.0,Lower Body,Push,Balance
Macebell Order Russian Step Up,Novice,Quadriceps,Macebell,1.0,Plyo Box,1.0,Lower Body,Push,Balance
Macebell Order Alternating Russian Step Up,Novice,Quadriceps,Macebell,1.0,Plyo Box,1.0,Lower Body,Push,Balance
Barbell Zercher Russian Step Up,Advanced,Quadriceps,Barbell,1.0,Plyo Box,1.0,Lower Body,Push,Balance
Barbell Zercher Alternating Russian Step Up,Advanced,Quadriceps,Barbell,1.0,Plyo Box,1.0,Lower Body,Push,Balance
Bulgarian Bag Back Rack Russian Step Up,Novice,Quadriceps,Bulgarian Bag,1.0,Plyo Box,1.0,Lower Body,Push,Balance
Bulgarian Bag Back Rack Alternating Russian Step Up,Novice,Quadriceps,Bulgarian Bag,1.0,Plyo Box,1.0,Lower Body,Push,Balance
Sandbag Back Rack Russian Step Up,Novice,Quadriceps,Sandbag,1.0,Plyo Box,1.0,Lower Body,Push,Balance
Sandbag Back Rack Alternating Russian Step Up,Novice,Quadriceps,Sandbag,1.0,Plyo Box,1.0,Lower Body,Push,Balance
Sandbag Front Rack Russian Step Up,Novice,Quadriceps,Sandbag,1.0,Plyo Box,1.0,Lower Body,Push,Balance
Sandbag Front Rack Alternating Russian Step Up,Novice,Quadriceps,Sandbag,1.0,Plyo Box,1.0,Lower Body,Push,Balance
Plate Overhead Russian Step Up,Intermediate,Quadriceps,Weight Plate,1.0,Plyo Box,1.0,Lower Body,Push,Balance
Plate Overhead Alternating Russian Step Up,Intermediate,Quadriceps,Weight Plate,1.0,Plyo Box,1.0,Lower Body,Push,Balance
Double Kettlebell Front Rack Alternating Russian Step Up,Novice,Quadriceps,Kettlebell,2.0,Plyo Box,1.0,Lower Body,Push,Balance
Double Kettlebell Bottoms Up Front Rack Alternating Russian Step Up,Intermediate,Quadriceps,Kettlebell,2.0,Plyo Box,1.0,Lower Body,Push,Balance
Double Kettlebell Overhead Alternating Russian Step Up,Intermediate,Quadriceps,Kettlebell,2.0,Plyo Box,1.0,Lower Body,Push,Balance
Double Kettlebell Bottoms Up Overhead Alternating Russian Step Up,Advanced,Quadriceps,Kettlebell,2.0,Plyo Box,1.0,Lower Body,Push,Balance
Double Kettlebell Suitcase Alternating Russian Step Up,Novice,Quadriceps,Kettlebell,2.0,Plyo Box,1.0,Lower Body,Push,Balance
Kettlebell Goblet Russian Step Up,Novice,Quadriceps,Kettlebell,1.0,Plyo Box,1.0,Lower Body,Push,Balance
Kettlebell Goblet Alternating Russian Step Up,Novice,Quadriceps,Kettlebell,1.0,Plyo Box,1.0,Lower Body,Push,Balance
Dumbbell Goblet Russian Step Up,Novice,Quadriceps,Dumbbell,1.0,Plyo Box,1.0,Lower Body,Push,Balance
Dumbbell Goblet Alternating Russian Step Up,Novice,Quadriceps,Dumbbell,1.0,Plyo Box,1.0,Lower Body,Push,Balance
Kettlebell Horn Grip Russian Step Up,Novice,Quadriceps,Kettlebell,1.0,Plyo Box,1.0,Lower Body,Push,Balance
Kettlebell Horn Grip Alternating Russian Step Up,Novice,Quadriceps,Kettlebell,1.0,Plyo Box,1.0,Lower Body,Push,Balance
Miniband Hip Thrust,Beginner,Glutes,Miniband,1.0,Bench (Flat),1.0,Lower Body,Unsorted*,Bodybuilding
Heavy Sandbag Bear Hug Step Up,Intermediate,Quadriceps,Heavy Sandbag,1.0,Plyo Box,1.0,Lower Body,Push,Bodybuilding
Heavy Sandbag Bear Hug Alternating Step Up,Intermediate,Quadriceps,Heavy Sandbag,1.0,Plyo Box,1.0,Lower Body,Push,Bodybuilding
Heavy Sandbag Bear Hug Russian Step Up,Intermediate,Quadriceps,Heavy Sandbag,1.0,Plyo Box,1.0,Lower Body,Push,Balance
Heavy Sandbag Bear Hug Alternating Russian Step Up,Intermediate,Quadriceps,Heavy Sandbag,1.0,Plyo Box,1.0,Lower Body,Push,Balance
Alternating Single Arm Macebell Reverse Mill,Advanced,Shoulders,Macebell,1.0,,0.0,Upper Body,Pull,Ballistics
Ring Grip Straddle Planche,Grand Master,Abdominals,Gymnastic Rings,2.0,,0.0,Unsorted*,Other,Calisthenics
Single Arm Kettlebell Dead Clean to Overhead Press,Intermediate,Shoulders,Kettlebell,1.0,,0.0,Full Body,Unsorted*,Ballistics
Single Arm Kettlebell Dead Clean to Push Press,Intermediate,Shoulders,Kettlebell,1.0,,0.0,Full Body,Unsorted*,Ballistics
Single Arm Kettlebell Clean to Front Rack Ipsilateral Reverse Lunge,Intermediate,Quadriceps,Kettlebell,1.0,,0.0,Full Body,Unsorted*,Ballistics
Single Arm Kettlebell Clean to Front Rack Ipsilateral Forward Lunge,Intermediate,Quadriceps,Kettlebell,1.0,,0.0,Full Body,Unsorted*,Ballistics
Single Arm Kettlebell Dead Clean to Push Jerk,Intermediate,Shoulders,Kettlebell,1.0,,0.0,Full Body,Unsorted*,Ballistics
Double Kettlebell Dead Clean to Push Jerk,Intermediate,Shoulders,Kettlebell,2.0,,0.0,Full Body,Unsorted*,Ballistics
Single Arm Kettlebell Bottoms Up Dead Clean,Intermediate,Glutes,Kettlebell,1.0,,0.0,Full Body,Unsorted*,Unsorted*
Alternating Single Arm Kettlebell Bottoms Up Dead Clean,Intermediate,Glutes,Kettlebell,1.0,,0.0,Full Body,Unsorted*,Unsorted*
Single Arm Kettlebell Dead Clean to Front Rack Squat,Intermediate,Quadriceps,Kettlebell,1.0,,0.0,Full Body,Unsorted*,Ballistics
Single Arm Kettlebell Dead Clean to Thruster,Intermediate,Shoulders,Kettlebell,1.0,,0.0,Full Body,Unsorted*,Ballistics
Alternating Single Arm Kettlebell Dead Clean to Thruster,Intermediate,Shoulders,Kettlebell,1.0,,0.0,Full Body,Unsorted*,Ballistics
Alternating Single Arm Kettlebell Dead Clean to Overhead Press,Intermediate,Shoulders,Kettlebell,1.0,,0.0,Full Body,Unsorted*,Ballistics
Alternating Single Arm Kettlebell Dead Clean to Push Press,Intermediate,Shoulders,Kettlebell,1.0,,0.0,Full Body,Unsorted*,Ballistics
Alternating Single Arm Kettlebell Dead Clean to Push Jerk,Intermediate,Shoulders,Kettlebell,1.0,,0.0,Full Body,Unsorted*,Ballistics
Alternating Single Arm Kettlebell Dead Clean to Front Rack Squat,Intermediate,Quadriceps,Kettlebell,1.0,,0.0,Full Body,Unsorted*,Ballistics
Single Arm Macebell Bull Whip to Mill,Advanced,Shoulders,Macebell,1.0,,0.0,Upper Body,Pull,Ballistics
Double Kettlebell Bottoms Up Overhead Split Squat,Advanced,Quadriceps,Kettlebell,2.0,,0.0,Lower Body,Push,Bodybuilding
Heavy Sandbag Bear Hug Kang Squat,Intermediate,Quadriceps,Heavy Sandbag,1.0,,0.0,Lower Body,Push,Unsorted*
Double Dumbbell Feet Elevated Renegade Row,Advanced,Back,Dumbbell,2.0,Bench (Flat),1.0,Upper Body,Pull,Bodybuilding
Double Dumbbell Feet Elevated Renegade Row to Push Up,Advanced,Back,Dumbbell,2.0,Bench (Flat),1.0,Upper Body,Push & Pull,Bodybuilding
Double Dumbbell Suitcase Forward Lunge,Novice,Quadriceps,Dumbbell,2.0,,0.0,Lower Body,Push,Bodybuilding
Barbell Front Rack Forward Lunge,Intermediate,Quadriceps,Barbell,1.0,,0.0,Lower Body,Push,Bodybuilding
Barbell Overhead Forward Lunge,Advanced,Quadriceps,Barbell,1.0,,0.0,Lower Body,Push,Bodybuilding
Heavy Sandbag Bear Hug Forward Lunge,Intermediate,Quadriceps,Heavy Sandbag,1.0,,0.0,Full Body,Other,Unsorted*
Heavy Sandbag Shoulder Contralateral Forward Lunge,Intermediate,Quadriceps,Heavy Sandbag,1.0,,0.0,Lower Body,Push,Unsorted*
Barbell Back Rack Forward Lunge,Intermediate,Quadriceps,Barbell,1.0,,0.0,Lower Body,Push,Bodybuilding
Double Kettlebell Suitcase Forward Lunge,Novice,Quadriceps,Kettlebell,2.0,,0.0,Lower Body,Push,Bodybuilding
Double Kettlebell Front Rack Forward Lunge,Novice,Quadriceps,Kettlebell,2.0,,0.0,Lower Body,Push,Bodybuilding
Double Kettlebell Bottoms Up Front Rack Forward Lunge,Intermediate,Quadriceps,Kettlebell,2.0,,0.0,Lower Body,Push,Bodybuilding
Double Dumbbell Front Rack Forward Lunge,Novice,Quadriceps,Dumbbell,2.0,,0.0,Lower Body,Push,Bodybuilding
Double Dumbbell Overhead Forward Lunge,Intermediate,Quadriceps,Dumbbell,2.0,,0.0,Lower Body,Push,Bodybuilding
Single Arm Dumbbell Suitcase Contralateral Forward Lunge,Novice,Quadriceps,Dumbbell,1.0,,0.0,Lower Body,Push,Bodybuilding
Single Arm Dumbbell Front Rack Contralateral Forward Lunge,Novice,Quadriceps,Dumbbell,1.0,,0.0,Lower Body,Push,Bodybuilding
Single Arm Dumbbell Overhead Contralateral Forward Lunge,Intermediate,Quadriceps,Dumbbell,1.0,,0.0,Lower Body,Push,Bodybuilding
Double Kettlebell Overhead Forward Lunge,Intermediate,Quadriceps,Kettlebell,2.0,,0.0,Lower Body,Push,Bodybuilding
Dumbbell Goblet Forward Lunge,Novice,Quadriceps,Dumbbell,1.0,,0.0,Lower Body,Push,Bodybuilding
Clubbell Order Forward Lunge,Novice,Quadriceps,Clubbell,1.0,,0.0,Lower Body,Push,Bodybuilding
Double Clubbell Order Forward Lunge,Novice,Quadriceps,Clubbell,2.0,,0.0,Lower Body,Push,Bodybuilding
Single Arm Clubbell Order Contralateral Forward Lunge,Novice,Quadriceps,Clubbell,1.0,,0.0,Lower Body,Push,Bodybuilding
Macebell Order Forward Lunge,Novice,Quadriceps,Macebell,1.0,,0.0,Lower Body,Push,Bodybuilding
Double Kettlebell Bottoms Up Overhead Forward Lunge,Advanced,Quadriceps,Kettlebell,2.0,,0.0,Lower Body,Push,Bodybuilding
Single Arm Kettlebell Suitcase Contralateral Forward Lunge,Novice,Quadriceps,Kettlebell,1.0,,0.0,Lower Body,Push,Bodybuilding
Bodyweight Forward Lunge,Beginner,Quadriceps,Bodyweight,1.0,,0.0,Lower Body,Push,Bodybuilding
Bulgarian Bag Back Rack Forward Lunge,Novice,Quadriceps,Bulgarian Bag,1.0,,0.0,Lower Body,Push,Bodybuilding
Sandbag Front Rack Forward Lunge,Novice,Quadriceps,Sandbag,1.0,,0.0,Lower Body,Push,Bodybuilding
Plate Overhead Forward Lunge,Intermediate,Quadriceps,Weight Plate,1.0,,0.0,Lower Body,Push,Bodybuilding
Single Arm Kettlebell Front Rack Contralateral Forward Lunge,Novice,Quadriceps,Kettlebell,1.0,,0.0,Lower Body,Push,Bodybuilding
Single Arm Kettlebell Bottoms Up Front Rack Contralateral Forward Lunge,Intermediate,Quadriceps,Kettlebell,1.0,,0.0,Lower Body,Push,Bodybuilding
Single Arm Kettlebell Overhead Contralateral Forward Lunge,Intermediate,Quadriceps,Kettlebell,1.0,,0.0,Lower Body,Push,Bodybuilding
Single Arm Kettlebell Bottoms Up Overhead Contralateral Forward Lunge,Advanced,Quadriceps,Kettlebell,1.0,,0.0,Lower Body,Push,Bodybuilding
Kettlebell Goblet Forward Lunge,Novice,Quadriceps,Kettlebell,1.0,,0.0,Lower Body,Push,Bodybuilding
Kettlebell Horn Grip Forward Lunge,Novice,Quadriceps,Kettlebell,1.0,,0.0,Lower Body,Push,Bodybuilding
Barbell Zercher Forward Lunge,Advanced,Quadriceps,Barbell,1.0,,0.0,Lower Body,Push,Bodybuilding
